run_id,num_stories,num_bays_x,num_bays_z,story_height,bay_width_x,bay_width_z,G_k,Q_k,W_k,total_height_m,delta_sway_mm,delta_sway_lim_mm,util_sway,sway_status,beam_M_u_kNm,col_P_u_kN,optimal_beam_sec,optimal_col_sec,beam_mass_kg_m,col_mass_kg_m,beam_util_pct,col_util_pct,total_steel_weight_kg
1922,2,2,2,3.78,4.35,5.82,24.67,13.7,12.0,7.56,20.44,15.12,1.3522,Fail,183.63,1180.47,UB 356x171x45,UC 254x254x89,45.0,89.0,86.16,98.3,11547.36
1923,3,2,3,4.46,6.25,5.06,8.39,4.01,14.28,13.38,100.86,26.76,3.7692,Fail,375.95,611.06,UB 457x191x67,UC 305x305x118,67.1,118.0,94.28,101.05,38178.28
1924,1,2,1,3.93,6.04,7.1,21.74,7.9,22.49,3.93,14.03,7.86,1.7855,Fail,184.91,418.81,UB 406x178x54,UC 254x254x73,54.3,73.1,81.86,71.56,4192.18
1925,5,1,3,3.15,4.21,7.48,22.96,14.48,16.14,15.75,119.99,31.5,3.8093,Fail,745.34,2998.9,UB 610x229x101,UC 305x305x118,101.2,118.0,94.11,190.27,46098.32
1926,2,1,2,4.03,4.79,7.15,23.21,14.04,16.38,8.06,60.13,16.12,3.7303,Fail,381.88,1168.51,UB 457x191x67,UC 305x305x118,67.1,118.0,95.77,99.21,11473.05
1927,2,1,2,3.27,4.62,7.82,27.74,4.78,10.3,6.54,17.76,13.08,1.3576,Fail,269.41,1001.1,UB 406x178x54,UC 254x254x89,54.3,89.0,89.88,84.1,8394.56
1928,2,1,3,3.64,5.31,7.42,6.88,5.94,13.83,7.28,37.0,14.56,2.541,Fail,242.15,439.02,UB 406x178x54,UC 254x254x89,54.3,89.0,80.79,86.56,12324.9
1929,2,1,1,3.49,5.45,7.86,24.73,13.12,13.5,6.98,31.56,13.96,2.2609,Fail,276.31,760.61,UB 406x178x54,UC 254x254x89,54.3,89.0,92.18,97.62,5375.81
1930,3,3,2,3.4,4.49,6.9,16.58,11.67,12.33,10.2,20.39,20.4,0.9996,Pass,187.22,1434.96,UB 356x171x45,UC 305x305x97,45.0,96.9,87.85,86.35,24767.91
1931,2,2,2,3.37,4.08,5.33,26.64,9.51,23.83,6.74,26.15,13.48,1.94,Fail,221.15,1013.4,UB 406x178x54,UC 305x305x97,54.3,96.9,73.78,93.6,12009.51
1932,4,3,3,4.09,4.72,5.79,25.62,13.19,10.97,16.36,57.77,32.72,1.7655,Fail,297.42,2342.24,UB 406x178x54,UC 305x305x118,54.3,118.0,99.22,124.23,58280.94
1933,2,3,1,3.66,4.65,5.32,21.67,9.75,18.99,7.32,21.08,14.64,1.4396,Fail,166.55,655.52,UB 305x165x40,UC 254x254x73,40.5,73.1,96.9,96.49,8264.32
1934,4,3,1,3.32,6.83,7.27,8.46,14.37,23.65,13.28,71.78,26.56,2.7024,Fail,387.63,1401.34,UB 457x191x67,UC 305x305x118,67.1,118.0,97.21,114.31,31340.42
1935,5,1,1,3.22,7.25,7.01,7.46,12.31,9.93,16.1,106.91,32.2,3.3203,Fail,507.59,1177.07,UB 533x210x82,UC 305x305x118,82.2,118.0,89.6,104.83,19320.92
1936,1,3,1,3.26,7.53,5.06,18.86,9.89,23.49,3.26,5.93,6.52,0.9088,Pass,232.12,417.03,UB 457x191x67,UC 254x254x73,67.1,73.1,97.86,74.72,6296.13
1937,4,3,3,3.76,6.28,5.4,10.26,11.62,17.62,15.04,78.58,30.08,2.6124,Fail,367.39,1501.54,UB 457x191x67,UC 305x305x118,67.1,118.0,92.13,115.55,66014.46
1938,3,3,3,3.54,4.95,6.14,28.11,12.38,23.06,10.62,45.86,21.24,2.1589,Fail,316.0,1939.23,UB 457x191x67,UC 305x305x118,67.1,118.0,79.25,115.54,46839.56
1939,1,1,1,3.42,5.21,7.69,21.14,12.59,21.38,3.42,12.36,6.84,1.8067,Fail,204.01,327.48,UB 356x171x45,UC 254x254x73,45.0,73.1,95.72,73.13,2161.01
1940,5,2,1,3.69,5.39,7.49,28.85,13.34,14.26,18.45,115.94,36.9,3.142,Fail,540.49,2699.47,UB 533x210x82,UC 305x305x118,82.2,118.0,95.41,179.59,31158.93
1941,1,1,1,3.96,4.67,7.71,28.55,11.74,16.6,3.96,15.77,7.92,1.9916,Fail,252.27,372.67,UB 406x178x54,UC 254x254x73,54.3,73.1,84.16,80.63,2502.37
1942,1,2,1,3.72,6.62,6.94,9.82,9.96,4.91,3.72,2.62,7.44,0.3516,Pass,130.54,303.36,UB 406x178x54,UC 203x203x46,54.3,46.1,71.92,79.86,3597.34
1943,1,3,2,4.49,4.33,6.75,17.5,9.91,2.88,4.49,1.96,8.98,0.2185,Pass,191.37,476.54,UB 356x171x45,UC 203x203x46,45.0,46.1,89.79,94.15,6667.52
1944,4,1,3,3.23,4.61,4.83,7.95,10.93,17.51,12.92,98.32,25.84,3.8049,Fail,625.43,1072.46,UB 610x229x101,UC 305x305x118,101.2,118.0,78.97,124.06,31392.1
1945,4,2,2,4.13,4.56,4.46,24.28,10.75,2.9,16.52,22.15,33.04,0.6704,Pass,139.88,1815.1,UB 305x165x40,UC 305x305x97,40.5,96.9,91.59,93.39,23174.53
1946,4,2,1,3.19,4.72,4.48,23.04,7.8,18.07,12.76,56.36,25.52,2.2083,Fail,373.46,1200.18,UB 457x191x67,UC 305x305x118,67.1,118.0,93.66,107.36,17708.77
1947,5,2,1,3.3,6.49,6.92,5.93,9.43,10.79,16.5,65.97,33.0,1.9991,Fail,312.4,1113.28,UB 457x191x67,UC 305x305x118,67.1,118.0,78.35,92.33,27356.56
1948,3,1,3,3.02,4.72,6.6,21.63,5.92,13.02,9.06,35.23,18.12,1.9442,Fail,303.44,1148.61,UB 457x191x67,UC 305x305x97,67.1,96.9,76.1,95.96,18795.34
1949,2,2,1,3.15,5.14,7.16,22.08,10.13,3.52,6.3,3.39,12.6,0.2689,Pass,164.57,809.33,UB 356x171x45,UC 254x254x73,45.0,73.1,84.72,91.19,6546.78
1950,3,1,3,4.0,7.93,4.6,12.17,3.67,21.0,12.0,197.85,24.0,8.2435,Fail,785.81,745.96,UB 610x229x101,UC 305x305x118,101.2,118.0,99.22,149.91,29337.55
1951,5,1,3,4.27,7.98,5.4,14.51,12.28,20.26,21.35,592.89,42.7,13.885,Fail,1688.74,2327.79,UB 610x229x101,UC 305x305x118,101.2,118.0,213.22,319.17,52700.32
1952,1,1,3,4.0,6.38,4.51,22.36,8.46,0.43,4.0,0.5,8.0,0.0626,Pass,115.57,344.1,UB 457x191x67,UC 203x203x60,67.1,60.0,63.81,84.68,5448.12
1953,1,1,2,3.18,5.1,5.7,13.98,6.25,9.17,3.18,4.05,6.36,0.6366,Pass,98.45,264.83,UB 305x165x40,UC 203x203x46,40.5,46.1,73.99,73.14,2422.64
1954,3,1,1,4.27,5.04,4.3,23.57,4.03,3.52,12.81,32.76,25.62,1.2787,Fail,192.6,582.05,UB 356x171x45,UC 254x254x73,45.0,73.1,90.37,85.77,6267.44
1955,4,1,2,3.18,6.46,5.92,18.94,5.61,4.16,12.72,26.74,25.44,1.051,Fail,209.54,1336.43,UB 406x178x54,UC 254x254x89,54.3,89.0,82.95,95.07,16145.11
1956,5,1,2,4.08,7.86,5.72,26.55,2.29,5.71,20.4,142.24,40.8,3.4863,Fail,532.69,2083.5,UB 533x210x82,UC 305x305x118,82.2,118.0,94.03,134.44,33538.26
1957,2,2,3,3.98,7.6,5.37,11.53,13.23,20.69,7.96,53.26,15.92,3.3457,Fail,309.8,962.15,UB 457x191x67,UC 305x305x118,67.1,118.0,86.65,86.75,25916.61
1958,1,1,3,4.07,5.14,5.0,8.12,10.01,22.7,4.07,24.57,8.14,3.0188,Fail,179.89,238.45,UB 356x171x45,UC 254x254x73,45.0,73.1,84.41,79.06,4655.34
1959,4,2,3,4.37,6.56,5.47,27.33,6.01,1.62,17.48,17.87,34.96,0.5113,Pass,205.57,2278.96,UB 457x191x67,UC 305x305x118,67.1,118.0,75.03,95.42,52050.64
1960,4,3,3,4.17,5.39,5.14,26.09,14.3,6.28,16.68,37.54,33.36,1.1254,Fail,225.4,2441.02,UB 406x178x54,UC 305x305x118,54.3,118.0,79.27,107.36,58937.23
1961,1,1,2,3.69,4.01,4.18,6.48,3.54,19.59,3.69,13.7,7.38,1.857,Fail,117.9,126.69,UB 305x165x40,UC 203x203x46,40.5,46.1,68.59,98.43,2185.03
1962,1,1,1,3.04,7.65,7.17,18.85,3.3,9.97,3.04,4.53,6.08,0.7444,Pass,138.78,230.67,UB 457x191x67,UC 203x203x60,67.1,60.0,79.05,91.75,2718.44
1963,1,2,1,3.64,4.17,4.05,7.44,11.45,9.16,3.64,3.87,7.28,0.5313,Pass,59.5,180.28,UB 254x146x31,UC 203x203x46,31.1,46.1,72.8,49.38,1903.44
1964,1,1,3,3.05,6.88,7.9,22.61,8.02,4.89,3.05,2.16,6.1,0.3541,Pass,256.34,503.45,UB 457x191x67,UC 254x254x73,67.1,73.1,79.52,75.38,6810.77
1965,1,2,2,3.15,4.22,6.85,13.3,14.59,20.32,3.15,5.04,6.3,0.8003,Pass,197.69,494.01,UB 356x171x45,UC 203x203x46,45.0,46.1,92.76,94.83,4295.83
1966,3,2,3,4.43,5.97,4.8,15.02,3.48,4.91,13.29,33.2,26.58,1.2492,Fail,160.22,857.74,UB 356x171x45,UC 254x254x89,45.0,89.0,76.25,84.74,26473.32
1967,1,3,2,3.27,6.13,6.11,13.88,7.54,10.74,3.27,2.53,6.54,0.3869,Pass,120.05,402.16,UB 356x171x45,UC 203x203x46,45.0,46.1,95.57,85.62,6491.21
1968,3,2,1,3.31,6.25,5.34,29.99,12.45,19.43,9.93,48.47,19.86,2.4405,Fail,368.42,1624.93,UB 457x191x67,UC 305x305x118,67.1,118.0,92.39,107.64,15287.77
1969,5,2,1,4.23,7.68,5.76,11.36,7.69,9.84,21.15,154.36,42.3,3.6493,Fail,480.42,1444.09,UB 533x210x82,UC 305x305x118,82.2,118.0,84.8,136.06,34702.2
1970,2,1,2,3.88,6.1,7.32,22.49,8.18,0.8,7.76,2.91,15.52,0.1875,Pass,229.09,942.91,UB 406x178x54,UC 254x254x73,54.3,73.1,87.25,89.85,8570.72
1971,3,2,2,3.64,5.24,5.32,19.73,11.82,19.88,10.92,63.3,21.84,2.8985,Fail,376.12,1484.06,UB 457x191x67,UC 305x305x118,67.1,118.0,94.32,119.25,24351.41
1972,1,2,3,3.73,5.87,7.66,5.93,11.74,6.57,3.73,3.37,7.46,0.4515,Pass,146.06,373.61,UB 305x165x40,UC 203x203x46,40.5,46.1,98.55,78.81,6757.39
1973,2,3,3,3.1,6.86,7.03,26.45,10.2,6.74,6.2,5.15,12.4,0.4151,Pass,237.87,1459.49,UB 457x191x67,UC 305x305x97,67.1,96.9,94.32,84.92,31980.94
1974,1,2,1,4.0,6.83,5.27,9.3,5.32,15.22,4.0,10.55,8.0,1.3186,Fail,119.45,206.87,UB 356x171x45,UC 203x203x46,45.0,46.1,90.23,87.86,3047.25
1975,1,3,2,3.97,6.39,5.99,27.81,12.18,13.23,3.97,6.35,7.94,0.7995,Pass,231.21,759.6,UB 457x191x67,UC 254x254x73,67.1,73.1,83.18,88.97,10556.84
1976,4,3,1,3.97,4.79,6.36,22.13,12.58,9.56,15.88,45.57,31.76,1.4347,Fail,249.1,1570.38,UB 406x178x54,UC 305x305x118,54.3,118.0,83.1,90.49,26758.62
1977,5,3,2,3.15,7.63,7.82,8.71,8.3,23.81,15.75,95.03,31.5,3.0167,Fail,436.7,1934.7,UB 533x210x82,UC 305x305x118,82.2,118.0,77.09,140.78,76237.53
1978,4,2,3,3.4,4.93,4.7,13.06,4.38,18.42,13.6,73.23,27.2,2.6924,Fail,407.2,949.03,UB 533x210x82,UC 305x305x118,82.2,118.0,71.88,112.37,46133.71
1979,5,3,3,3.89,6.33,7.65,29.89,7.8,0.37,19.45,2.93,38.9,0.0754,Pass,278.3,3703.88,UB 457x191x67,UC 305x305x118,67.1,118.0,76.21,141.25,93005.08
1980,3,1,2,4.27,7.82,4.56,10.36,2.66,11.52,12.81,134.43,25.62,5.2472,Fail,508.06,584.67,UB 533x210x82,UC 305x305x118,82.2,118.0,89.68,98.8,19352.7
1981,5,1,1,3.13,4.22,4.63,21.63,2.36,20.08,15.65,146.17,31.3,4.67,Fail,886.66,1407.45,UB 610x229x101,UC 305x305x118,101.2,118.0,111.95,167.67,16343.0
1982,3,1,3,4.42,7.2,4.94,22.11,11.76,14.29,13.26,179.18,26.52,6.7564,Fail,734.32,1400.11,UB 610x229x101,UC 305x305x118,101.2,118.0,92.72,155.43,30259.82
1983,5,3,3,3.67,4.59,4.45,29.4,14.51,18.27,18.35,94.56,36.7,2.5765,Fail,481.91,2808.35,UB 533x210x82,UC 305x305x118,82.2,118.0,85.07,171.86,79230.08
1984,5,3,3,3.88,5.16,6.65,5.76,12.66,1.77,19.4,11.78,38.8,0.3036,Pass,107.87,1605.72,UB 305x165x40,UC 254x254x89,40.5,89.0,69.78,87.83,56323.9
1985,5,2,2,3.46,4.55,7.03,16.28,13.44,8.9,17.3,53.42,34.6,1.5441,Fail,296.62,2500.65,UB 406x178x54,UC 305x305x118,54.3,118.0,98.95,126.95,37236.42
1986,5,3,1,3.86,5.76,6.03,15.94,2.15,4.31,19.3,29.6,38.6,0.7669,Pass,147.56,1094.25,UB 305x165x40,UC 254x254x89,40.5,89.0,95.32,84.87,25624.3
1987,1,2,3,3.07,5.9,5.89,7.34,12.95,21.05,3.07,5.33,6.14,0.8676,Pass,120.58,371.27,UB 356x171x45,UC 203x203x46,45.0,46.1,80.72,91.95,6207.77
1988,4,3,1,3.45,5.61,7.06,21.7,14.14,12.77,13.8,39.98,27.6,1.4484,Fail,266.95,1866.72,UB 406x178x54,UC 305x305x118,54.3,118.0,89.06,97.29,26471.88
1989,4,3,3,3.41,4.66,6.68,18.99,8.56,11.58,13.64,31.84,27.28,1.1672,Fail,212.42,1785.85,UB 356x171x45,UC 305x305x118,45.0,118.0,99.67,89.56,50246.72
1990,4,3,3,4.4,5.91,6.54,11.68,9.65,5.73,17.6,43.09,35.2,1.2241,Fail,191.84,1546.82,UB 356x171x45,UC 305x305x97,45.0,96.9,90.01,99.63,54179.04
1991,1,2,1,4.19,5.69,5.42,6.1,13.69,16.06,4.19,12.44,8.38,1.4849,Fail,121.28,257.21,UB 356x171x45,UC 203x203x46,45.0,46.1,70.62,99.51,2914.85
1992,2,2,2,4.01,7.23,6.21,10.6,11.4,8.85,8.02,22.92,16.04,1.4288,Fail,193.52,905.94,UB 457x191x67,UC 254x254x73,67.1,73.1,66.28,98.5,16098.25
1993,4,3,3,4.01,5.59,5.17,6.13,9.86,10.54,16.04,55.66,32.08,1.735,Fail,249.18,1021.05,UB 406x178x54,UC 305x305x97,54.3,96.9,83.13,97.4,52913.28
1994,3,3,2,3.58,4.99,5.06,20.3,2.33,11.33,10.74,23.53,21.48,1.0956,Fail,162.82,979.62,UB 305x165x40,UC 254x254x89,40.5,89.0,94.73,88.19,21845.21
1995,3,1,1,3.67,4.61,5.35,14.65,4.08,23.34,11.01,122.75,22.02,5.5745,Fail,729.57,743.17,UB 610x229x101,UC 305x305x118,101.2,118.0,92.12,137.95,11244.43
1996,5,1,3,3.61,6.17,4.5,17.56,9.46,19.73,18.05,281.95,36.1,7.8104,Fail,1171.83,1917.91,UB 610x229x101,UC 305x305x118,101.2,118.0,147.96,226.44,43189.28
1997,2,2,3,3.6,6.79,4.91,6.03,7.67,24.63,7.2,42.18,14.4,2.9294,Fail,243.06,479.98,UB 406x178x54,UC 305x305x97,54.3,96.9,81.09,86.03,19070.35
1998,4,2,1,4.49,7.01,5.78,19.39,7.52,15.58,17.96,194.19,35.92,5.4062,Fail,641.43,1517.72,UB 610x229x101,UC 305x305x118,101.2,118.0,80.99,174.87,31085.5
1999,1,1,2,3.11,7.99,4.45,27.4,14.92,6.21,3.11,3.2,6.22,0.514,Pass,264.55,546.13,UB 610x229x101,UC 254x254x89,101.2,89.0,66.83,99.73,5887.86
2000,5,3,1,4.5,7.49,6.86,7.7,4.77,17.99,22.5,240.05,45.0,5.3344,Fail,642.4,986.12,UB 610x229x101,UC 305x305x118,101.2,118.0,81.11,164.07,57864.28
2001,1,2,1,4.47,4.18,5.02,18.91,3.23,8.31,4.47,7.57,8.94,0.8469,Pass,69.78,216.61,UB 254x146x31,UC 203x203x46,31.1,46.1,85.94,66.56,2224.76
2002,1,1,2,4.36,5.11,5.21,8.62,3.62,2.43,4.36,3.38,8.72,0.3881,Pass,51.1,151.48,UB 254x146x31,UC 152x152x30,31.1,30.0,86.8,90.68,1909.69
2003,3,3,1,4.31,6.79,5.09,24.69,7.41,21.13,12.93,97.09,25.86,3.7546,Fail,431.2,1272.92,UB 533x210x82,UC 305x305x118,82.2,118.0,76.12,120.68,27273.18
2004,4,3,2,4.34,7.73,4.26,17.89,11.1,14.86,17.36,121.45,34.72,3.4979,Fail,461.96,2018.15,UB 533x210x82,UC 305x305x118,82.2,118.0,81.55,144.09,58661.88
2005,5,3,3,3.06,6.16,7.63,5.07,7.21,20.83,15.3,66.38,30.6,2.1694,Fail,342.81,1246.55,UB 457x191x67,UC 305x305x118,67.1,118.0,85.97,105.8,84404.94
2006,2,1,2,3.12,5.08,6.07,29.88,12.23,20.99,6.24,32.04,12.48,2.5676,Fail,318.76,1143.58,UB 457x191x67,UC 305x305x118,67.1,118.0,79.94,82.42,9721.5
2007,5,1,2,3.94,7.79,6.18,20.41,9.0,20.12,19.7,443.38,39.4,11.2532,Fail,1446.58,2582.48,UB 610x229x101,UC 305x305x118,101.2,118.0,182.65,288.06,38281.14
2008,2,3,3,3.59,6.47,5.76,28.26,6.96,7.81,7.18,9.39,14.36,0.6539,Pass,204.31,1228.38,UB 457x191x67,UC 254x254x89,67.1,89.0,76.04,89.5,29919.51
2009,1,2,2,3.88,7.92,7.21,6.23,3.61,3.37,3.88,2.23,7.76,0.2877,Pass,91.04,233.96,UB 356x171x45,UC 203x203x46,45.0,46.1,94.69,60.75,5694.91
2010,5,3,1,3.09,6.75,5.91,14.03,11.06,9.54,15.45,33.29,30.9,1.0774,Fail,231.56,1739.24,UB 406x178x54,UC 305x305x118,54.3,118.0,96.71,82.07,31998.81
2011,1,2,1,3.11,4.31,6.73,6.55,12.82,13.45,3.11,3.21,6.22,0.5153,Pass,93.46,227.04,UB 254x146x31,UC 203x203x46,31.1,46.1,85.82,67.27,2024.3
2012,5,2,1,3.63,4.99,7.9,21.19,3.3,14.48,18.15,107.13,36.3,2.9514,Fail,492.79,1496.17,UB 533x210x82,UC 305x305x118,82.2,118.0,86.99,141.72,30794.46
2013,3,2,3,3.08,5.94,4.2,19.85,10.47,7.53,9.24,14.31,18.48,0.7744,Pass,177.54,1337.29,UB 406x178x54,UC 254x254x89,54.3,89.0,79.64,85.68,23766.95
2014,2,2,3,4.46,5.0,4.19,28.01,14.98,17.06,8.92,55.63,17.84,3.1183,Fail,299.55,1167.23,UB 406x178x54,UC 305x305x118,54.3,118.0,99.93,96.67,21070.03
2015,3,3,3,3.92,5.73,5.64,13.17,7.67,4.05,11.76,12.37,23.52,0.5261,Pass,112.97,1028.51,UB 356x171x45,UC 254x254x73,45.0,73.1,75.94,81.25,32173.9
2016,3,2,2,4.3,5.96,5.77,18.44,2.38,11.27,12.9,68.5,25.8,2.655,Fail,301.0,1063.62,UB 457x191x67,UC 305x305x118,67.1,118.0,75.49,93.39,27867.29
2017,3,2,1,3.29,6.03,6.43,15.63,5.15,19.56,9.87,46.82,19.74,2.3717,Fail,298.5,818.02,UB 406x178x54,UC 305x305x118,54.3,118.0,99.58,84.18,14059.45
2018,3,2,2,4.17,7.42,4.74,15.47,11.11,1.35,12.51,8.31,25.02,0.3322,Pass,201.6,1448.83,UB 457x191x67,UC 305x305x97,67.1,96.9,86.56,83.82,25596.82
2019,4,3,2,3.91,5.39,7.7,5.23,14.11,10.64,15.64,50.56,31.28,1.6165,Fail,245.46,1548.78,UB 406x178x54,UC 305x305x118,54.3,118.0,81.89,93.01,46062.13
2020,2,1,1,3.23,4.72,7.05,16.3,14.54,11.96,6.46,19.93,12.92,1.5425,Fail,198.2,563.29,UB 356x171x45,UC 254x254x73,45.0,73.1,93.0,88.4,4007.5
2021,4,2,2,3.2,5.26,4.27,5.69,3.03,7.02,12.8,23.34,25.6,0.9119,Pass,142.44,479.26,UB 305x165x40,UC 254x254x73,40.5,73.1,82.87,80.15,17684.28
2022,1,1,2,4.37,7.41,7.26,11.28,12.36,15.99,4.37,25.61,8.74,2.9298,Fail,202.11,426.08,UB 457x191x67,UC 254x254x73,67.1,73.1,76.68,98.68,5356.9
2023,1,1,3,3.02,5.9,6.07,14.9,11.24,24.79,3.02,9.65,6.04,1.5982,Fail,147.69,363.94,UB 406x178x54,UC 254x254x73,54.3,73.1,67.29,71.43,5025.18
2024,2,1,1,3.26,6.38,7.77,16.1,12.21,0.34,6.52,0.75,13.04,0.0572,Pass,173.72,567.73,UB 406x178x54,UC 254x254x73,54.3,73.1,92.14,83.06,4979.83
2025,3,2,1,4.49,5.63,5.05,9.1,12.56,1.9,13.47,13.16,26.94,0.4886,Pass,113.12,785.08,UB 356x171x45,UC 254x254x73,45.0,73.1,74.87,68.96,10993.39
2026,1,1,1,3.31,5.0,6.94,27.11,6.45,10.75,3.31,5.45,6.62,0.8228,Pass,165.19,286.85,UB 356x171x45,UC 203x203x60,45.0,60.0,81.26,82.27,1869.0
2027,5,3,2,4.3,6.13,5.84,13.76,12.65,4.22,21.5,43.56,43.0,1.013,Fail,202.71,2315.84,UB 406x178x54,UC 305x305x118,54.3,118.0,76.25,101.96,58107.14
2028,3,3,1,3.46,4.49,6.23,23.78,8.55,21.97,10.38,38.63,20.76,1.8608,Fail,273.19,1043.5,UB 406x178x54,UC 305x305x118,54.3,118.0,91.14,83.65,18246.71
2029,3,2,1,3.05,7.78,5.02,21.32,5.71,11.68,9.15,24.96,18.3,1.3639,Fail,266.48,1183.5,UB 533x210x82,UC 254x254x89,82.2,89.0,62.81,97.22,16274.09
2030,2,1,1,3.17,7.78,4.62,22.82,7.82,19.24,6.34,38.9,12.68,3.0675,Fail,357.19,572.19,UB 533x210x82,UC 305x305x97,82.2,96.9,71.19,82.79,6534.5
2031,5,3,3,4.47,6.73,6.48,25.39,3.1,10.96,22.35,135.38,44.7,3.0286,Fail,449.63,2631.79,UB 533x210x82,UC 305x305x118,82.2,118.0,79.37,164.74,107348.52
2032,4,1,1,4.0,6.58,6.71,9.16,4.21,4.79,16.0,67.38,32.0,2.1057,Fail,289.22,580.4,UB 406x178x54,UC 254x254x89,54.3,89.0,96.49,91.69,11469.18
2033,5,3,2,4.03,7.28,7.59,13.84,2.16,13.57,20.15,121.95,40.3,3.026,Fail,413.82,1696.83,UB 533x210x82,UC 305x305x118,82.2,118.0,73.05,132.37,80417.04
2034,1,3,2,4.44,7.31,5.02,22.87,4.53,9.67,4.44,7.27,8.88,0.8185,Pass,204.69,509.04,UB 457x191x67,UC 254x254x73,67.1,73.1,85.32,72.46,11004.01
2035,2,2,3,3.82,7.32,5.07,27.34,6.3,5.74,7.64,12.72,15.28,0.8323,Pass,248.88,1204.99,UB 533x210x82,UC 254x254x89,82.2,89.0,65.1,98.95,25288.36
2036,3,1,1,4.29,7.45,7.15,23.51,8.69,17.88,12.87,206.26,25.74,8.0133,Fail,840.02,1159.43,UB 610x229x101,UC 305x305x118,101.2,118.0,106.06,165.39,14939.76
2037,4,2,2,3.76,6.06,4.27,15.62,14.86,6.97,15.04,43.63,30.08,1.4505,Fail,252.33,1853.11,UB 406x178x54,UC 305x305x118,54.3,118.0,85.02,94.85,29434.54
2038,3,3,2,3.39,5.71,7.3,10.26,8.96,9.04,10.17,16.5,20.34,0.8112,Pass,143.37,1118.02,UB 305x165x40,UC 254x254x73,40.5,73.1,98.66,97.87,22260.61
2039,1,2,3,3.93,5.8,7.14,7.68,10.34,16.27,3.93,10.02,7.86,1.2745,Fail,128.57,360.03,UB 305x165x40,UC 203x203x60,40.5,60.0,96.95,77.05,7311.33
2040,3,1,3,3.89,4.59,5.83,17.56,10.59,21.85,11.67,140.63,23.34,6.0251,Fail,783.96,1281.41,UB 610x229x101,UC 305x305x118,101.2,118.0,98.99,161.67,27210.5
2041,4,3,3,3.87,7.95,6.11,24.41,13.5,19.11,15.48,106.94,30.96,3.4542,Fail,524.0,3065.34,UB 533x210x82,UC 305x305x118,82.2,118.0,93.99,174.58,84701.38
2042,5,1,2,4.49,5.26,6.32,8.32,8.23,6.86,22.45,190.61,44.9,4.2451,Fail,639.79,1391.1,UB 610x229x101,UC 305x305x118,101.2,118.0,80.78,136.06,36670.96
2043,4,3,1,3.38,4.93,7.24,26.55,14.82,13.51,13.52,36.98,27.04,1.3678,Fail,264.14,2003.9,UB 406x178x54,UC 305x305x118,54.3,118.0,88.12,101.38,25477.77
2044,4,3,2,3.26,4.53,4.81,18.92,4.94,11.24,13.04,26.04,26.08,0.9985,Pass,185.21,1272.84,UB 356x171x45,UC 305x305x97,45.0,96.9,86.9,85.85,29427.91
2045,5,1,1,3.85,4.41,7.9,29.63,10.57,12.5,19.25,189.58,38.5,4.9242,Fail,870.36,2191.61,UB 610x229x101,UC 305x305x118,101.2,118.0,109.89,188.65,21543.72
2046,4,1,3,3.32,4.69,7.47,28.1,11.25,13.93,13.28,86.7,26.56,3.2645,Fail,563.91,2431.56,UB 533x210x82,UC 305x305x118,82.2,118.0,99.54,150.8,33441.42
2047,2,1,1,3.18,7.26,4.06,10.75,13.56,0.41,6.36,0.89,12.72,0.0703,Pass,144.37,395.56,UB 457x191x67,UC 203x203x60,67.1,60.0,74.16,98.32,4564.69
2048,5,2,2,3.65,4.46,7.64,17.7,10.21,16.79,18.25,120.46,36.5,3.3003,Fail,574.71,2434.11,UB 610x229x101,UC 305x305x118,101.2,118.0,72.56,185.98,56117.1
2049,5,3,2,4.07,4.49,6.19,25.45,4.46,9.59,20.35,70.96,40.7,1.7435,Fail,315.34,2263.27,UB 457x191x67,UC 305x305x118,67.1,118.0,79.08,127.04,58987.12
2050,1,2,1,4.38,4.94,6.21,28.21,10.45,16.03,4.38,14.09,8.76,1.6083,Fail,170.16,461.1,UB 356x171x45,UC 254x254x73,45.0,73.1,90.28,68.89,3648.62
2051,1,3,3,4.13,7.14,5.11,24.58,11.96,13.76,4.13,7.9,8.26,0.9566,Pass,263.77,660.33,UB 533x210x82,UC 254x254x73,82.2,73.1,65.63,92.35,16913.85
2052,2,1,2,3.46,7.47,6.35,25.8,12.27,0.87,6.92,2.46,13.84,0.1775,Pass,235.01,1135.99,UB 533x210x82,UC 305x305x97,82.2,96.9,78.3,88.33,11883.25
2053,2,3,1,3.69,7.01,7.66,5.09,12.63,6.97,7.38,9.49,14.76,0.6427,Pass,134.88,569.31,UB 406x178x54,UC 203x203x60,54.3,60.0,76.5,92.31,11437.62
2054,3,3,3,3.57,7.34,5.33,27.57,2.6,10.82,10.71,26.94,21.42,1.2575,Fail,256.22,1605.22,UB 457x191x67,UC 305x305x97,67.1,96.9,95.11,94.32,47210.44
2055,4,2,2,3.14,4.05,6.59,27.9,5.89,2.16,12.56,5.98,25.12,0.2382,Pass,193.29,2047.55,UB 356x171x45,UC 305x305x97,45.0,96.9,90.69,93.85,22444.78
2056,1,3,1,4.48,4.01,5.79,13.1,7.18,20.45,4.48,13.52,8.96,1.509,Fail,88.84,200.51,UB 254x146x31,UC 203x203x46,31.1,46.1,81.58,96.26,3120.77
2057,5,2,3,3.7,6.09,4.06,24.33,11.88,10.75,18.5,93.92,37.0,2.5383,Fail,433.85,2600.75,UB 533x210x82,UC 305x305x118,82.2,118.0,76.58,152.87,61237.86
