run_id,num_stories,num_bays_x,num_bays_z,story_height,bay_width_x,bay_width_z,G_k,Q_k,W_k,total_height_m,delta_sway_mm,delta_sway_lim_mm,util_sway,sway_status,beam_M_u_kNm,col_P_u_kN,optimal_beam_sec,optimal_col_sec,beam_mass_kg_m,col_mass_kg_m,beam_util_pct,col_util_pct,total_steel_weight_kg
2058,5,1,2,3.83,5.51,6.9,19.12,7.27,9.71,19.15,159.64,38.3,4.1681,Fail,673.87,2130.08,UB 610x229x101,UC 305x305x118,101.2,118.0,85.08,159.41,35887.98
2059,4,1,3,3.35,5.73,6.22,27.44,9.35,11.81,13.4,84.2,26.8,3.142,Fail,514.09,2057.25,UB 533x210x82,UC 305x305x118,82.2,118.0,90.75,131.53,32456.51
2060,4,3,1,3.55,5.48,6.37,9.52,7.9,1.94,14.2,6.67,28.4,0.235,Pass,80.81,863.68,UB 305x165x40,UC 203x203x60,40.5,60.0,79.05,92.86,16270.32
2061,4,2,1,4.04,4.95,4.09,7.17,7.61,17.54,16.16,128.01,32.32,3.9608,Fail,543.72,621.11,UB 533x210x82,UC 305x305x118,82.2,118.0,95.98,132.94,21985.9
2062,3,2,3,3.78,6.24,7.49,14.5,5.94,1.97,11.34,7.84,22.68,0.3456,Pass,149.77,1216.83,UB 356x171x45,UC 254x254x73,45.0,73.1,96.2,92.65,25787.0
2063,1,3,2,4.4,7.76,7.14,14.03,8.64,24.29,4.4,17.89,8.8,2.0324,Fail,214.39,520.48,UB 457x191x67,UC 254x254x73,67.1,73.1,84.45,84.5,12378.7
2064,1,2,2,3.69,6.82,6.68,8.45,5.86,15.05,3.69,7.79,7.38,1.0551,Fail,113.47,304.59,UB 356x171x45,UC 203x203x46,45.0,46.1,87.93,88.93,5175.98
2065,1,1,3,4.01,7.34,6.21,12.01,9.91,14.81,4.01,17.37,8.02,2.166,Fail,168.88,334.06,UB 457x191x67,UC 254x254x73,67.1,73.1,69.1,80.11,6815.25
2066,2,2,2,3.27,4.56,7.77,13.36,9.64,11.23,6.54,11.55,13.08,0.8826,Pass,193.78,855.58,UB 356x171x45,UC 254x254x73,45.0,73.1,90.92,83.29,10960.87
2067,3,3,3,3.55,7.66,4.42,18.84,10.85,9.32,10.65,23.34,21.3,1.0957,Fail,267.48,1549.96,UB 533x210x82,UC 305x305x97,82.2,96.9,65.84,91.84,52258.9
2068,1,2,2,4.17,4.51,7.38,8.54,12.98,9.18,4.17,6.56,8.34,0.7869,Pass,181.97,417.46,UB 356x171x45,UC 203x203x46,45.0,46.1,85.38,87.09,4940.43
2069,1,3,3,3.03,6.94,4.25,14.98,14.03,22.46,3.03,4.25,6.06,0.7013,Pass,201.23,484.33,UB 457x191x67,UC 254x254x73,67.1,73.1,77.3,69.76,12554.08
2070,4,2,1,3.69,4.85,4.54,26.19,8.11,4.44,14.76,23.39,29.52,0.7923,Pass,163.74,1367.04,UB 356x171x45,UC 254x254x89,45.0,89.0,76.83,96.52,13825.44
2071,2,3,3,3.49,6.88,7.15,5.13,3.16,13.0,6.98,14.27,13.96,1.0221,Fail,97.14,338.43,UB 305x165x40,UC 203x203x60,40.5,60.0,74.44,83.02,20337.96
2072,5,1,1,4.03,6.87,4.96,8.41,7.46,9.74,20.15,214.53,40.3,5.3234,Fail,729.8,925.76,UB 610x229x101,UC 305x305x118,101.2,118.0,92.15,133.69,21482.76
2073,5,2,1,3.72,4.24,5.41,19.06,11.07,23.72,18.6,178.22,37.2,4.7908,Fail,830.72,1477.13,UB 610x229x101,UC 305x305x118,101.2,118.0,104.89,210.93,29962.94
2074,1,1,3,3.56,4.0,4.71,16.6,12.49,24.53,3.56,15.03,7.12,2.1103,Fail,152.15,324.01,UB 305x165x40,UC 254x254x73,40.5,73.1,88.52,72.3,3874.42
2075,1,2,1,3.64,6.99,4.17,14.07,14.31,21.55,3.64,10.73,7.28,1.4743,Fail,224.48,392.94,UB 457x191x67,UC 254x254x73,67.1,73.1,77.27,70.91,4312.04
2076,4,1,3,3.2,4.18,5.85,25.24,9.72,17.01,12.8,88.42,25.6,3.4538,Fail,616.57,1875.61,UB 610x229x101,UC 305x305x118,101.2,118.0,77.85,143.38,33059.94
2077,1,2,2,4.36,7.32,6.61,26.93,9.46,7.81,4.36,7.65,8.72,0.8768,Pass,287.8,795.19,UB 533x210x82,UC 254x254x89,82.2,89.0,70.43,81.24,10362.64
2078,3,3,2,3.34,6.58,7.19,18.05,7.37,13.88,10.02,25.83,20.04,1.2891,Fail,211.65,1532.35,UB 406x178x54,UC 305x305x97,54.3,96.9,90.77,93.08,30668.2
2079,2,2,2,3.2,5.03,7.83,24.15,7.37,18.32,6.4,18.15,12.8,1.4177,Fail,263.87,1197.17,UB 406x178x54,UC 254x254x89,54.3,89.0,88.03,99.86,13505.98
2080,5,3,3,4.39,7.91,4.81,12.77,9.0,5.33,21.95,67.4,43.9,1.5354,Fail,270.96,1989.24,UB 457x191x67,UC 305x305x118,67.1,118.0,85.89,101.5,92652.32
2081,1,1,2,3.5,4.61,7.1,21.6,7.24,17.12,3.5,10.31,7.0,1.4722,Fail,214.76,436.75,UB 406x178x54,UC 203x203x60,54.3,60.0,71.65,96.93,3553.09
2082,1,2,2,3.32,7.53,7.16,14.0,5.33,19.1,3.32,7.06,6.64,1.0629,Fail,170.44,438.33,UB 457x191x67,UC 203x203x60,67.1,60.0,65.79,90.31,7706.99
2083,2,2,1,3.63,4.24,7.45,29.48,7.66,18.63,7.26,27.14,14.52,1.869,Fail,209.27,838.53,UB 356x171x45,UC 305x305x97,45.0,96.9,98.19,82.82,7758.86
2084,4,1,3,3.82,7.96,7.99,27.27,14.1,12.58,15.28,169.95,30.56,5.5611,Fail,774.81,2994.3,UB 610x229x101,UC 305x305x118,101.2,118.0,97.83,195.64,46719.26
2085,5,2,1,3.48,4.91,7.68,24.94,10.2,21.25,17.4,134.71,34.8,3.8709,Fail,665.34,2135.37,UB 610x229x101,UC 305x305x118,101.2,118.0,84.01,193.75,33915.28
2086,4,1,3,3.07,5.34,5.78,16.11,5.6,1.25,12.28,6.4,24.56,0.2606,Pass,91.43,1053.07,UB 305x165x40,UC 254x254x73,40.5,73.1,91.15,72.05,16259.82
2087,3,2,3,3.5,4.32,7.84,8.99,9.34,18.23,10.5,46.43,21.0,2.2111,Fail,298.54,980.39,UB 406x178x54,UC 305x305x118,54.3,118.0,99.6,92.27,31992.05
2088,1,3,1,3.81,5.33,7.06,7.68,8.41,17.5,3.81,6.77,7.62,0.8881,Pass,87.72,208.84,UB 305x165x40,UC 203x203x46,40.5,46.1,67.18,68.55,3844.04
2089,1,3,3,3.15,4.93,7.8,29.92,8.02,12.69,3.15,2.43,6.3,0.3853,Pass,308.27,701.37,UB 457x191x67,UC 254x254x73,67.1,73.1,77.31,83.38,13934.44
2090,4,1,3,4.48,4.08,5.31,12.37,14.25,17.05,17.92,285.37,35.84,7.9623,Fail,1186.84,1827.48,UB 610x229x101,UC 305x305x118,101.2,118.0,149.85,233.19,36419.74
2091,1,3,3,3.27,6.54,5.62,20.52,13.95,7.88,3.27,1.97,6.54,0.3008,Pass,202.43,621.64,UB 457x191x67,UC 254x254x73,67.1,73.1,76.87,73.03,13615.82
2092,3,3,1,4.02,7.99,7.57,21.67,4.37,22.53,12.06,87.93,24.12,3.6456,Fail,414.51,1287.98,UB 533x210x82,UC 305x305x118,82.2,118.0,73.17,114.38,30673.69
2093,5,2,1,3.02,7.44,7.04,22.49,2.66,7.99,15.1,39.46,30.2,1.3065,Fail,268.88,1907.84,UB 457x191x67,UC 305x305x118,67.1,118.0,82.57,90.7,27761.04
2094,3,1,3,4.4,7.63,5.39,24.95,10.92,14.71,13.2,187.57,26.4,7.1048,Fail,767.2,1564.21,UB 610x229x101,UC 305x305x118,101.2,118.0,96.87,164.43,31545.1
2095,4,3,3,3.51,5.75,4.18,25.87,3.3,11.07,14.04,37.24,28.08,1.3263,Fail,235.01,1615.51,UB 406x178x54,UC 305x305x118,54.3,118.0,78.4,85.86,52389.07
2096,2,1,2,3.89,4.2,5.42,23.58,10.76,16.1,7.78,49.47,15.56,3.1791,Fail,339.02,877.3,UB 457x191x67,UC 305x305x118,67.1,118.0,85.02,83.78,10108.62
2097,2,3,1,3.07,7.93,5.15,21.94,4.81,7.6,6.14,6.02,12.28,0.4901,Pass,220.4,786.95,UB 533x210x82,UC 254x254x73,82.2,73.1,65.82,93.35,14799.46
2098,1,1,3,4.35,4.47,5.11,8.15,2.41,5.36,4.35,7.11,8.7,0.8173,Pass,52.53,122.75,UB 203x133x25,UC 203x203x46,25.1,46.1,94.47,52.15,2822.63
2099,1,3,3,4.05,7.04,4.26,18.57,10.15,22.75,4.05,12.02,8.1,1.4844,Fail,215.09,479.56,UB 457x191x67,UC 254x254x73,67.1,73.1,79.89,76.21,13835.64
2100,2,3,2,4.32,6.47,4.7,18.64,6.5,18.75,8.64,42.87,17.28,2.4808,Fail,235.02,830.02,UB 406x178x54,UC 305x305x97,54.3,96.9,85.34,86.27,20453.73
2101,3,3,3,3.51,4.18,5.55,5.83,7.3,12.17,10.53,21.88,21.06,1.0387,Fail,148.1,568.85,UB 305x165x40,UC 254x254x73,40.5,73.1,86.17,88.75,26502.23
2102,5,1,3,3.03,6.28,7.77,27.72,9.12,1.84,15.15,14.86,30.3,0.4903,Pass,281.85,2861.75,UB 457x191x67,UC 305x305x118,67.1,118.0,72.74,110.91,38370.37
2103,4,3,2,3.72,4.18,6.78,11.04,8.23,6.68,14.88,23.88,29.76,0.8026,Pass,144.0,1247.62,UB 305x165x40,UC 254x254x89,40.5,89.0,83.78,94.65,30773.16
2104,2,3,1,3.99,6.28,5.16,19.53,14.52,9.37,7.98,16.03,15.96,1.0044,Fail,204.73,870.66,UB 457x191x67,UC 254x254x73,67.1,73.1,67.23,91.45,12493.25
2105,2,1,1,3.59,5.83,7.04,26.16,6.34,0.2,7.18,0.59,14.36,0.0408,Pass,154.77,577.71,UB 406x178x54,UC 254x254x73,54.3,73.1,80.72,77.98,4894.8
2106,2,3,2,4.24,4.29,4.85,14.49,5.32,22.47,8.48,41.44,16.96,2.4431,Fail,222.52,543.86,UB 406x178x54,UC 305x305x97,54.3,96.9,74.24,82.57,18267.27
2107,2,2,1,3.69,5.02,6.33,20.69,10.6,14.32,7.38,23.59,14.76,1.598,Fail,181.48,741.17,UB 356x171x45,UC 254x254x89,45.0,89.0,85.15,85.64,7457.22
2108,2,1,1,3.46,7.42,4.28,23.43,2.42,1.0,6.92,2.74,13.84,0.1983,Pass,156.96,415.45,UB 457x191x67,UC 254x254x73,67.1,73.1,84.19,71.61,5163.69
2109,4,3,1,3.53,4.02,7.06,18.53,13.88,12.76,14.12,37.26,28.24,1.3193,Fail,243.71,1393.76,UB 406x178x54,UC 305x305x118,54.3,118.0,81.31,85.34,24701.87
2110,2,1,1,4.33,4.47,5.54,16.1,12.33,15.41,8.66,71.2,17.32,4.111,Fail,392.76,519.05,UB 457x191x67,UC 305x305x118,67.1,118.0,98.5,83.79,6774.2
2111,1,2,3,3.5,7.9,7.65,13.35,13.39,14.06,3.5,6.44,7.0,0.9195,Pass,250.86,635.58,UB 533x210x82,UC 254x254x73,82.2,73.1,65.05,86.66,13924.71
2112,5,2,2,4.29,7.44,4.35,19.84,9.72,10.59,21.45,171.31,42.9,3.9933,Fail,560.67,2491.91,UB 533x210x82,UC 305x305x118,82.2,118.0,98.97,179.22,51854.04
2113,2,2,1,3.35,7.37,5.68,25.1,4.33,0.21,6.7,0.48,13.4,0.0362,Pass,205.12,853.64,UB 457x191x67,UC 254x254x73,67.1,73.1,93.92,91.8,9181.6
2114,2,2,2,3.53,4.75,5.02,29.58,13.57,17.37,7.06,23.89,14.12,1.6916,Fail,208.59,1266.47,UB 356x171x45,UC 305x305x97,45.0,96.9,97.87,91.71,11432.83
2115,2,1,2,3.17,7.2,7.37,10.64,11.78,0.15,6.34,0.37,12.68,0.0293,Pass,171.97,740.35,UB 457x191x67,UC 254x254x73,67.1,73.1,66.71,78.78,9635.66
2116,2,2,3,4.44,4.4,7.18,23.14,4.22,8.81,8.88,27.07,17.76,1.524,Fail,183.98,911.42,UB 356x171x45,UC 254x254x89,45.0,89.0,86.32,91.34,18467.64
2117,5,1,3,3.86,5.96,4.02,14.15,3.23,2.66,19.3,46.79,38.6,1.2123,Fail,215.24,916.63,UB 406x178x54,UC 254x254x89,54.3,89.0,71.81,85.28,26762.74
2118,1,3,2,3.32,5.49,6.2,7.04,9.65,7.82,3.32,1.86,6.64,0.2808,Pass,98.67,307.69,UB 305x165x40,UC 203x203x46,40.5,46.1,76.15,59.39,5846.53
2119,4,3,2,3.25,6.76,5.53,17.92,11.21,18.76,13.0,52.71,26.0,2.0273,Fail,332.49,2088.42,UB 457x191x67,UC 305x305x118,67.1,118.0,83.38,115.89,46611.47
2120,3,1,2,3.8,7.23,6.42,10.4,9.12,9.39,11.4,70.43,22.8,3.0892,Fail,365.36,951.56,UB 457x191x67,UC 305x305x118,67.1,118.0,91.63,83.17,17606.78
2121,2,3,3,3.72,4.69,6.04,13.29,13.47,21.66,7.44,25.56,14.88,1.7174,Fail,182.24,850.86,UB 356x171x45,UC 254x254x89,45.0,89.0,85.51,95.77,22182.96
2122,1,3,1,3.25,7.02,4.65,6.35,9.17,15.38,3.25,3.71,6.5,0.57,Pass,114.9,214.79,UB 406x178x54,UC 203x203x46,54.3,46.1,67.29,73.18,4495.7
2123,5,1,3,4.39,7.92,4.54,28.64,2.77,2.22,21.95,71.05,43.9,1.6184,Fail,326.67,1895.27,UB 533x210x82,UC 305x305x118,82.2,118.0,76.99,98.12,44936.92
2124,3,2,2,3.98,6.92,7.7,26.51,11.72,1.65,11.94,8.36,23.88,0.3503,Pass,314.91,2481.48,UB 533x210x82,UC 305x305x118,82.2,118.0,62.51,104.35,34312.03
2125,3,3,3,4.07,6.8,6.69,23.39,11.55,3.19,12.21,12.17,24.42,0.4982,Pass,224.49,2035.8,UB 457x191x67,UC 305x305x118,67.1,118.0,87.58,88.32,55638.92
2126,2,1,2,4.41,6.78,4.88,8.28,11.32,12.45,8.82,73.31,17.64,4.156,Fail,350.94,559.27,UB 457x191x67,UC 305x305x97,67.1,96.9,88.01,93.72,10477.16
2127,2,3,1,3.37,6.87,4.17,24.42,3.7,2.34,6.74,2.47,13.48,0.1834,Pass,168.35,702.82,UB 457x191x67,UC 254x254x73,67.1,73.1,72.69,76.17,11711.73
2128,3,1,2,3.38,4.79,6.73,25.62,6.48,19.83,10.14,79.75,20.28,3.9323,Fail,551.97,1468.27,UB 533x210x82,UC 305x305x118,82.2,118.0,97.44,128.06,17361.23
2129,2,2,2,3.69,5.59,6.34,20.28,4.92,19.2,7.38,33.0,14.76,2.2357,Fail,222.03,889.56,UB 406x178x54,UC 305x305x97,54.3,96.9,74.07,88.53,14209.69
2130,1,3,1,4.49,4.36,6.73,25.32,14.72,1.85,4.49,1.27,8.98,0.1419,Pass,206.21,448.41,UB 356x171x45,UC 254x254x73,45.0,73.1,96.75,67.58,5014.35
2131,3,2,3,3.06,7.78,6.33,28.89,4.84,23.6,9.18,50.82,18.36,2.768,Fail,404.73,2023.18,UB 533x210x82,UC 305x305x118,82.2,118.0,78.37,120.12,42396.07
2132,1,2,1,4.26,6.97,7.28,6.67,7.03,4.06,4.26,3.58,8.52,0.4203,Pass,103.09,221.62,UB 356x171x45,UC 203x203x46,45.0,46.1,89.86,64.23,3415.72
2133,5,1,1,4.41,5.68,4.06,6.4,7.28,22.12,22.05,598.24,44.1,13.5655,Fail,1907.58,1762.06,UB 610x229x101,UC 305x305x118,101.2,118.0,240.86,334.67,20264.48
2134,4,2,2,4.43,7.51,4.16,10.85,7.12,3.82,17.72,47.17,35.44,1.3309,Fail,207.25,1226.42,UB 406x178x54,UC 305x305x97,54.3,96.9,95.4,85.47,30661.96
2135,5,3,2,3.54,4.24,6.32,24.47,12.18,7.51,17.7,33.13,35.4,0.9359,Pass,207.08,2783.88,UB 356x171x45,UC 305x305x118,45.0,118.0,97.16,115.26,45025.2
2136,1,2,2,3.59,4.79,5.22,24.26,11.32,14.19,3.59,5.92,7.18,0.825,Pass,147.46,563.86,UB 356x171x45,UC 203x203x60,45.0,60.0,75.74,85.07,4641.3
2137,3,1,2,3.97,5.51,5.81,8.24,4.2,3.37,11.91,25.37,23.82,1.0651,Fail,144.38,510.94,UB 305x165x40,UC 254x254x73,40.5,73.1,84.0,69.49,10055.78
2138,1,1,2,4.45,5.02,7.14,21.64,13.96,18.47,4.45,27.56,8.9,3.0964,Fail,277.76,571.9,UB 406x178x54,UC 254x254x89,54.3,89.0,92.66,85.76,4744.87
2139,5,3,2,3.4,4.61,6.72,26.25,10.27,23.87,17.0,94.56,34.0,2.7813,Fail,517.1,2978.86,UB 533x210x82,UC 305x305x118,82.2,118.0,91.28,185.48,63219.75
2140,5,3,2,4.42,6.38,6.75,7.45,10.1,10.19,22.1,117.83,44.2,2.6659,Fail,380.64,1723.2,UB 457x191x67,UC 305x305x118,67.1,118.0,95.46,127.53,68675.01
2141,2,3,2,4.36,6.84,6.63,19.27,6.94,5.52,8.72,13.45,17.44,0.771,Pass,177.22,1043.12,UB 457x191x67,UC 254x254x73,67.1,73.1,66.87,98.89,23028.5
2142,5,2,1,4.33,6.88,7.85,12.04,7.99,23.95,21.65,383.22,43.3,8.8503,Fail,1107.39,1543.86,UB 610x229x101,UC 305x305x118,101.2,118.0,139.82,279.57,41169.62
2143,3,3,1,3.55,4.94,4.98,28.73,14.34,0.87,10.65,1.85,21.3,0.087,Pass,133.74,1360.5,UB 406x178x54,UC 254x254x89,54.3,89.0,65.08,82.59,15656.12
2144,2,1,1,4.06,5.46,6.67,17.49,2.36,24.5,8.12,97.58,16.24,6.0085,Fail,521.55,464.11,UB 533x210x82,UC 305x305x118,82.2,118.0,92.06,107.56,7820.98
2145,3,2,2,4.17,5.56,6.76,21.88,8.49,19.9,12.51,105.18,25.02,4.2037,Fail,483.78,1658.23,UB 533x210x82,UC 305x305x118,82.2,118.0,85.4,150.79,31514.29
2146,4,3,3,4.34,7.19,5.07,24.3,13.72,15.89,17.36,125.12,34.72,3.6037,Fail,504.96,2685.73,UB 533x210x82,UC 305x305x118,82.2,118.0,89.14,170.85,81148.74
2147,2,2,1,3.65,6.26,7.96,11.77,7.03,18.2,7.3,31.58,14.6,2.163,Fail,204.47,557.76,UB 356x171x45,UC 254x254x89,45.0,89.0,95.94,91.08,8301.0
2148,5,2,1,3.65,7.62,4.51,9.43,5.71,0.55,18.25,5.3,36.5,0.1451,Pass,118.55,1070.21,UB 406x178x54,UC 254x254x73,54.3,73.1,83.96,84.62,19953.17
2149,1,3,2,4.39,7.75,7.67,12.66,3.14,8.54,4.39,6.26,8.78,0.7133,Pass,138.44,368.48,UB 406x178x54,UC 203x203x60,54.3,60.0,92.18,76.76,10280.07
2150,4,3,1,3.48,7.76,6.3,14.93,12.98,4.54,13.92,17.65,27.84,0.634,Pass,245.57,1749.03,UB 533x210x82,UC 305x305x97,82.2,96.9,64.35,97.47,34385.47
2151,2,1,2,4.31,5.1,4.96,24.42,9.65,2.97,8.62,14.24,17.24,0.8258,Pass,130.8,781.58,UB 356x171x45,UC 254x254x73,45.0,73.1,87.54,76.77,6943.33
2152,2,2,1,4.4,5.14,7.99,28.84,10.46,14.59,8.8,45.75,17.6,2.5994,Fail,257.78,1030.94,UB 406x178x54,UC 305x305x118,54.3,118.0,86.0,82.19,11066.36
2153,2,1,2,4.22,5.2,5.27,12.72,11.34,1.4,8.44,6.28,16.88,0.3723,Pass,95.93,583.86,UB 305x165x40,UC 203x203x60,40.5,60.0,93.28,83.06,6009.48
2154,5,2,1,3.99,5.83,4.42,27.69,13.75,0.75,19.95,8.42,39.9,0.2111,Pass,188.05,2351.59,UB 457x191x67,UC 305x305x118,67.1,118.0,65.46,95.87,26397.19
2155,1,2,3,4.23,7.68,4.57,8.01,6.79,13.72,4.23,12.15,8.46,1.4357,Fail,147.56,278.59,UB 406x178x54,UC 203x203x60,54.3,60.0,84.03,79.22,8615.15
2156,1,3,2,3.48,4.84,7.26,21.45,11.61,4.41,3.48,1.22,6.96,0.1752,Pass,259.59,618.83,UB 406x178x54,UC 203x203x60,54.3,60.0,86.6,93.21,8024.65
2157,5,2,2,3.4,6.72,7.56,17.45,3.46,4.85,17.0,33.56,34.0,0.9869,Pass,197.07,2124.81,UB 406x178x54,UC 305x305x118,54.3,118.0,79.53,90.14,41316.12
2158,2,3,3,3.04,6.12,7.19,26.88,12.66,5.56,6.08,3.77,12.16,0.3102,Pass,269.52,1516.27,UB 457x191x67,UC 305x305x97,67.1,96.9,72.25,85.43,30860.86
2159,4,2,2,3.2,5.72,6.73,15.17,4.53,0.09,12.8,0.38,25.6,0.0147,Pass,118.51,1415.51,UB 356x171x45,UC 254x254x73,45.0,73.1,71.41,91.75,21867.12
2160,3,1,3,4.24,7.7,6.52,13.93,3.98,10.98,12.72,124.0,25.44,4.8742,Fail,501.07,892.23,UB 533x210x82,UC 305x305x118,82.2,118.0,88.45,105.25,29249.95
2161,5,1,1,4.39,5.47,6.6,21.46,2.59,0.63,21.95,16.5,43.9,0.3759,Pass,103.61,1016.4,UB 356x171x45,UC 254x254x73,45.0,73.1,76.24,86.99,11849.68
2162,2,2,3,3.27,4.51,5.24,12.99,10.61,23.63,6.54,24.15,13.08,1.8463,Fail,198.05,680.13,UB 356x171x45,UC 254x254x89,45.0,89.0,92.93,97.47,14476.32
2163,1,2,1,3.91,4.91,6.29,24.79,12.0,5.44,3.91,3.15,7.82,0.4025,Pass,161.81,444.08,UB 356x171x45,UC 203x203x60,45.0,60.0,84.35,85.49,3140.55
2164,4,3,3,4.04,5.98,4.66,5.88,3.58,9.45,16.16,52.85,32.32,1.6353,Fail,216.78,584.27,UB 406x178x54,UC 254x254x89,54.3,89.0,72.32,95.59,50743.94
2165,3,2,3,3.23,7.1,4.7,23.02,9.81,4.66,9.69,11.59,19.38,0.5981,Pass,235.85,1679.0,UB 457x191x67,UC 305x305x97,67.1,96.9,93.67,91.94,31216.36
2166,4,1,2,3.19,5.49,6.46,25.68,13.18,17.07,12.76,100.65,25.52,3.9438,Fail,643.43,2313.32,UB 610x229x101,UC 305x305x118,101.2,118.0,81.24,158.36,26161.17
2167,2,1,1,3.23,6.77,7.26,10.67,10.01,22.34,6.46,44.49,12.92,3.4437,Fail,335.13,474.72,UB 457x191x67,UC 305x305x97,67.1,96.9,84.04,85.89,6269.55
2168,5,3,1,3.0,5.45,5.89,22.34,13.63,20.79,15.0,57.99,30.0,1.9329,Fail,377.66,2140.49,UB 457x191x67,UC 305x305x118,67.1,118.0,94.71,127.5,33035.23
2169,3,1,1,3.34,5.71,6.03,29.3,8.1,2.29,10.02,9.73,20.04,0.4856,Pass,155.38,928.64,UB 406x178x54,UC 254x254x73,54.3,73.1,87.27,88.53,6754.74
2170,1,3,2,3.07,4.75,6.43,24.7,3.57,12.64,3.07,2.17,6.14,0.3528,Pass,169.66,475.37,UB 305x165x40,UC 203x203x46,40.5,46.1,98.71,83.49,5513.02
2171,2,1,2,3.06,4.06,4.5,14.91,6.6,21.13,6.12,27.22,12.24,2.2236,Fail,260.89,504.63,UB 406x178x54,UC 254x254x89,54.3,89.0,87.04,92.9,6545.63
2172,5,1,3,4.02,6.53,4.73,7.24,13.17,16.66,20.1,353.46,40.2,8.7925,Fail,1217.05,1655.93,UB 610x229x101,UC 305x305x118,101.2,118.0,153.67,227.93,46551.4
2173,4,3,2,3.8,5.03,5.61,10.01,7.75,6.57,15.2,27.38,30.4,0.9008,Pass,151.97,1114.17,UB 305x165x40,UC 254x254x89,40.5,89.0,88.42,90.83,30837.9
2174,2,1,1,4.47,7.93,4.57,9.03,11.26,0.42,8.94,2.87,17.88,0.1604,Pass,143.76,365.41,UB 457x191x67,UC 254x254x73,67.1,73.1,80.66,67.59,5969.06
2175,1,3,2,3.38,4.62,6.24,21.76,11.63,3.86,3.38,0.95,6.76,0.1406,Pass,195.36,561.61,UB 356x171x45,UC 203x203x46,45.0,46.1,91.67,96.51,5987.32
2176,2,1,3,4.44,5.62,5.51,25.53,10.03,24.83,8.88,137.54,17.76,7.7445,Fail,665.99,1005.66,UB 610x229x101,UC 305x305x118,101.2,118.0,84.09,147.08,19624.02
2177,2,2,3,3.07,5.56,7.33,20.89,11.39,21.61,6.14,19.32,12.28,1.573,Fail,229.46,1215.22,UB 406x178x54,UC 305x305x97,54.3,96.9,76.55,85.35,19134.46
2178,2,1,3,3.17,4.22,5.59,24.82,5.59,20.69,6.34,30.7,12.68,2.4215,Fail,286.33,752.36,UB 406x178x54,UC 305x305x97,54.3,96.9,95.52,86.21,10390.38
2179,1,2,3,3.47,7.43,7.8,24.3,10.49,8.1,3.47,3.56,6.94,0.5131,Pass,286.27,793.99,UB 533x210x82,UC 254x254x73,82.2,73.1,70.41,95.6,13700.29
2180,1,3,1,3.33,5.54,5.61,6.43,12.2,16.6,3.33,3.98,6.66,0.5983,Pass,91.14,231.54,UB 305x165x40,UC 203x203x46,40.5,46.1,87.34,64.39,3483.14
2181,2,3,3,3.71,5.46,4.25,23.26,12.28,1.13,7.42,1.51,14.84,0.1019,Pass,136.69,1001.4,UB 406x178x54,UC 254x254x73,54.3,73.1,72.5,83.83,21332.5
2182,3,2,3,3.11,4.7,6.5,6.68,3.12,24.43,9.33,42.5,18.66,2.2774,Fail,297.85,472.27,UB 406x178x54,UC 305x305x97,54.3,96.9,99.37,99.67,26503.61
2183,3,1,1,3.85,7.67,5.37,15.71,2.22,23.33,11.55,189.3,23.1,8.1947,Fail,810.14,662.57,UB 610x229x101,UC 305x305x118,101.2,118.0,102.29,150.85,13369.49
2184,1,3,3,3.56,7.94,6.36,16.27,8.46,20.12,3.56,7.05,7.12,0.99,Pass,223.31,519.78,UB 457x191x67,UC 254x254x73,67.1,73.1,98.68,78.6,15678.14
2185,1,2,1,4.22,4.07,4.67,29.41,10.67,1.78,4.22,1.31,8.44,0.1551,Pass,105.97,386.33,UB 305x165x40,UC 203x203x46,40.5,46.1,74.51,75.43,2394.0
2186,4,1,1,4.09,4.36,5.23,28.52,9.43,18.8,16.36,233.77,32.72,7.1446,Fail,1100.8,1602.49,UB 610x229x101,UC 305x305x118,101.2,118.0,138.99,210.92,15485.98
2187,4,3,2,3.69,6.27,5.82,5.91,14.41,11.86,14.76,49.54,29.52,1.6782,Fail,255.06,1489.96,UB 406x178x54,UC 305x305x118,54.3,118.0,85.09,90.11,43269.59
2188,1,1,2,3.74,5.94,4.32,20.05,12.02,3.3,3.74,2.79,7.48,0.373,Pass,104.98,364.72,UB 406x178x54,UC 203x203x60,54.3,60.0,84.24,84.87,3252.33
2189,4,3,1,3.69,5.36,6.31,18.26,10.08,16.22,14.76,62.73,29.52,2.1248,Fail,334.05,1374.94,UB 457x191x67,UC 305x305x118,67.1,118.0,83.77,103.27,29339.6
2190,4,2,1,4.26,7.74,7.76,22.12,13.7,17.46,17.04,191.29,34.08,5.6131,Fail,694.58,2395.73,UB 610x229x101,UC 305x305x118,101.2,118.0,87.7,202.75,34020.67
2191,3,1,1,3.9,6.52,5.53,12.72,2.4,12.81,11.7,99.0,23.4,4.2309,Fail,468.25,496.48,UB 533x210x82,UC 305x305x118,82.2,118.0,82.66,89.0,11465.46
2192,5,3,2,3.27,4.5,4.18,8.03,2.9,21.05,16.35,71.89,32.7,2.1985,Fail,391.88,688.83,UB 457x191x67,UC 305x305x118,67.1,118.0,98.28,100.85,47958.47
2193,3,2,2,3.41,5.13,6.56,24.99,5.69,0.17,10.23,0.49,20.46,0.0238,Pass,179.21,1566.79,UB 356x171x45,UC 254x254x89,45.0,89.0,84.09,89.76,17663.13
